Topic	Words	Probabilities
Topic 486	('storage', 'extractions', 'extraction', 'samples', 'ethanolstored', 'stored', 'plasmodium', 'degradation', 'paperstored', 'sample')	(0.31085357, 0.29130465, 0.28817892, 0.2817117, 0.2751763, 0.2509696, 0.24776623, 0.24649018, 0.233578, 0.22979498)
Topic 487	('dispersal', 'forests', 'metapopulation', 'species', 'extinction', 'tree', 'flora', 'streets', 'pedestrians', 'footpath')	(0.51890016, 0.4333728, 0.40296984, 0.380766, 0.36620337, 0.3375958, 0.3231417, 0.30557325, 0.3007133, 0.29371196)
Topic 488	('populations', 'phaeophyceae', 'digitata', 'sporophytes', 'genetic', 'temperatures', 'progenies', 'temperature', 'northern', 'transcriptomic')	(0.3645141, 0.3489713, 0.3171199, 0.31392914, 0.30496782, 0.273567, 0.2706878, 0.25080916, 0.24812841, 0.23082645)
Topic 489	('phylogenetic', 'trees', 'tree', 'genera', 'specimens', 'mutations', 'evolution', 'bayesian', 'generations', 'monkeys')	(0.619544, 0.3477743, 0.32924882, 0.2903366, 0.2870876, 0.28164798, 0.2604563, 0.21773323, 0.20691143, 0.20041882)
Topic 490	('bifurcations', 'instability', 'dynamics', 'transitions', 'interactions', 'pollinators', 'stable', 'transition', 'abundances', 'chaotic')	(0.44495314, 0.39925557, 0.39776713, 0.36335748, 0.34675914, 0.3193296, 0.3170632, 0.31006795, 0.29856482, 0.29241103)
Topic 491	('parasites', 'parasite', 'parasitic', 'mammals', 'species', 'mammal', 'mammalian', 'animals', 'cancers', 'zoos')	(0.4905293, 0.4679775, 0.43950486, 0.41303164, 0.40906808, 0.38376343, 0.36968368, 0.3584453, 0.35333592, 0.34434342)
Topic 492	('mutations', 'mutation', 'mutants', 'mice', 'mutated', 'gene', 'vkorc1', 'vkorc1ki', 'nucleotide', 'vkorc1spr')	(0.5632707, 0.526113, 0.3980065, 0.35283768, 0.34243026, 0.3349781, 0.33022192, 0.31056318, 0.29534802, 0.28821504)
Topic 493	('microbiota', 'gutgenotype', 'dietgenotype', 'bacterioplankton', 'microbiotabased', 'bacterioplanktonbased', 'microbial', 'genotypes', 'genotype', 'bpkgenotype')	(0.53139424, 0.52978194, 0.49107486, 0.45634747, 0.45203793, 0.4485712, 0.41104263, 0.36825556, 0.35499322, 0.3194108)
Topic 494	('saturniidae', 'saturniids', 'species', 'saturniid', 'insects', 'moths', 'rainforests', 'moth', 'seasonality', 'climate')	(0.6320561, 0.50613505, 0.467189, 0.4377239, 0.3794082, 0.33586872, 0.32855153, 0.32238346, 0.304603, 0.28383598)
Topic 495	('temperatures', 'temperature', 'chlorophyll', 'carbon', 'populations', 'bonferroni', 'nitrogen', 'quiberon', 'spitsbergen', 'biochemical')	(0.33091244, 0.3013307, 0.2797376, 0.2790286, 0.275537, 0.2689462, 0.24927992, 0.23651163, 0.23069942, 0.22182414)
Topic 496	('arthropods', 'spiderlings', 'lycosidae', 'arachnids', 'fimbriatus', 'plantarius', 'spiders', 'spider', 'temperate', 'climatic')	(0.40976882, 0.4072767, 0.38713533, 0.37628442, 0.34700206, 0.3364672, 0.3298379, 0.31821847, 0.31652212, 0.26917148)
Topic 497	('demographic', 'dispersal', 'survival', 'recruitment', 'breeding', 'expectancy', 'nonbreeding', 'estimates', 'reproduction', 'regression')	(0.37135616, 0.3380473, 0.30824128, 0.30341977, 0.30092996, 0.28928843, 0.27614164, 0.26618898, 0.2597204, 0.25444496)
Topic 498	('bryophytes', 'trees', 'lichens', 'flora', 'herbivory', 'lichen', 'plant', 'tree', 'mothresistant', 'mothsusceptible')	(0.4410525, 0.42596197, 0.39872807, 0.3984462, 0.37322298, 0.3560985, 0.34049958, 0.3112903, 0.30513135, 0.29659578)
Topic 499	('evolutionary', 'ecology', 'genetic', 'habitat', 'heritability', 'clownfish', 'offspring', 'fish', 'generations', 'adaptive')	(0.43009067, 0.38629332, 0.38116333, 0.36768138, 0.3542192, 0.3464089, 0.33959275, 0.3147056, 0.29211453, 0.28112867)
Topic 500	('plants', 'diversity', 'spatial', 'predators', 'communities', 'spatially', 'food', 'trophic', 'plant', 'overlaps')	(0.37009847, 0.33211428, 0.31411603, 0.30759847, 0.30357823, 0.29198295, 0.2664622, 0.26336417, 0.26285794, 0.24854417)
Topic 501	('biodiversity', 'species', 'speciesspecific', 'ecosystem', 'forests', 'abundance', 'redundancy', 'abundant', 'forest', 'specialization')	(0.4565735, 0.41892123, 0.40637517, 0.3788514, 0.35740608, 0.33269697, 0.32529953, 0.30724442, 0.29894656, 0.29421222)
Topic 502	('climatic', 'winter', 'wintering', 'temperatures', 'summer', 'snow', 'temperature', 'temp', 'annual', 'breeding')	(0.51464653, 0.42305565, 0.39947733, 0.3524536, 0.34169394, 0.31740528, 0.30955175, 0.3009438, 0.2857651, 0.2844267)
Topic 503	('invasive', 'invasiveness', 'phenotypic', 'centaurea', 'populations', 'knapweed', 'niche', 'originbyenvironment', 'evolution', 'diffusa')	(0.50943303, 0.46796203, 0.46446863, 0.3668122, 0.31627405, 0.31357527, 0.31123626, 0.30089125, 0.27029443, 0.26816177)
Topic 504	('populations', 'gabonese', 'africa', 'gabon', 'african', 'angola', 'cameroon', 'uganda', 'nigeria', 'population')	(0.492472, 0.47600093, 0.4515764, 0.4479731, 0.42903095, 0.42456335, 0.39908242, 0.38651255, 0.3610595, 0.36079237)
Topic 505	('catchments', 'catchment', 'catchmentlevel', 'hydrology', 'headwaters', 'hydrologic', 'downstream', 'subcatchments', 'subcatchment', 'variability')	(0.5393967, 0.53725386, 0.51982856, 0.4425261, 0.435251, 0.40766048, 0.32428566, 0.3234676, 0.3065674, 0.30346513)
Topic 506	('phylogenetic', 'continents', 'continent', 'biogeographic', 'sar', 'biogeographical', 'pdar', 'phylogeny', 'eurasian', 'pdarsar')	(0.4071666, 0.40596628, 0.35466975, 0.3330803, 0.33285716, 0.3211757, 0.31969547, 0.31908733, 0.31698057, 0.31330013)
Topic 507	('sperm', 'fertilizations', 'fertilization', 'fertilized', 'embryos', 'progeny', 'embryo', 'semen', 'speciation', 'postfertilization')	(0.5785286, 0.5458471, 0.5182807, 0.4681348, 0.42739826, 0.41257894, 0.4002804, 0.38373333, 0.38055292, 0.3682849)
Topic 508	('penguins', 'foraging', 'penguin', 'peng', 'breeding', 'prey', 'thermoclines', 'thermocline', 'colder', 'dives')	(0.48789477, 0.46755034, 0.4475889, 0.36248207, 0.3324711, 0.32788146, 0.28927392, 0.26050922, 0.24975812, 0.24582621)
Topic 509	('insectivorous', 'arthropods', 'predators', 'prey', 'insects', 'abundances', 'predation', 'abundance', 'trophic', 'phytophagous')	(0.44944394, 0.42614907, 0.3866589, 0.3819269, 0.371907, 0.37082344, 0.3545909, 0.35072315, 0.33740354, 0.337206)
Topic 510	('foraging', 'niches', 'prey', 'dietary', 'niche', 'nutritional', 'consume', 'habitat', 'nutriscapes', 'consumed')	(0.5731454, 0.45776087, 0.44934803, 0.44594496, 0.42971063, 0.40157685, 0.33945304, 0.3388828, 0.3383644, 0.3263777)
Topic 511	('amphibians', 'dwarfism', 'populations', 'larger', 'size', 'amphibian', 'gigantism', 'snouttovent', 'sexes', 'largescale')	(0.40922672, 0.40286988, 0.35507014, 0.31710243, 0.31347698, 0.2979408, 0.29352173, 0.28630945, 0.26560855, 0.24944273)
Topic 512	('nestlings', 'brood', 'breeding', 'nestling', 'temperatures', 'colder', 'temperature', 'thermoregulation', 'warmer', 'hatching')	(0.5144926, 0.43626648, 0.40772435, 0.40527534, 0.31135213, 0.30885643, 0.2887161, 0.28765428, 0.28435862, 0.27545887)
Topic 513	('vegetation', 'genus', 'grassland', 'biome', 'subspecies', 'miocene', 'biomes', 'africa', 'lineages', 'rhabdomys')	(0.45422828, 0.41782117, 0.41368055, 0.3770488, 0.37381828, 0.3678878, 0.3442409, 0.33945763, 0.32621887, 0.32611954)
Topic 514	('ecological', 'evolutionary', 'phenotypic', 'traits', 'trait', 'species', 'emergence', 'phenotypes', 'distinctiveness', 'heterogeneous')	(0.54303133, 0.5263399, 0.5058805, 0.4939734, 0.49062183, 0.45007616, 0.38363093, 0.35148224, 0.34170896, 0.33450687)
Topic 515	('cameras', 'camera', 'recording', 'detection', 'sensor', 'wildlife', 'monitoring', 'photos', 'videos', 'infrared')	(0.5364461, 0.50795877, 0.44801247, 0.43052667, 0.41516995, 0.39869386, 0.3905865, 0.3677346, 0.35698545, 0.34915367)
Topic 516	('phosphorus', 'nutrient', 'resorption', 'nitrogen', 'elasticity', 'mrt', 'nutrients', 'variation', 'increases', 'proportional')	(0.37048084, 0.33198863, 0.3074889, 0.3056189, 0.30423176, 0.30106544, 0.27469337, 0.23288518, 0.2151891, 0.21227707)
Topic 517	('incubation', 'larvae', 'hatching', 'egg', 'insects', 'eggs', 'incubated', 'temperatures', 'insect', 'hatchings')	(0.4310688, 0.41219273, 0.3745219, 0.37059367, 0.3626993, 0.3624768, 0.35986823, 0.35206813, 0.35003123, 0.34127855)
Topic 518	('dispersal', 'vegetation', 'diffusion', 'habitat', 'landscape', 'fragmentation', 'climate', 'distributional', 'pixels', 'precipitation')	(0.60936105, 0.4401362, 0.35318023, 0.3327574, 0.316253, 0.2864861, 0.28281134, 0.23916262, 0.23193125, 0.22548506)
Topic 519	('bathymodiolinae', 'phylogenetic', 'bathymodiolus', 'mussels', 'genus', 'habitats', 'gills', 'ecologically', 'benthomodiolus', 'specimens')	(0.56675124, 0.54666007, 0.5066496, 0.45849156, 0.41581494, 0.4056852, 0.3789445, 0.3630709, 0.36082578, 0.3496257)
Topic 520	('biodiversity', 'ecological', 'taxonomic', 'geophytes', 'species', 'forests', 'diversity', 'forest', 'plants', 'spiders')	(0.4984433, 0.45689198, 0.41859335, 0.40991408, 0.4083317, 0.4053427, 0.3565138, 0.34754708, 0.328332, 0.32441127)
Topic 521	('dispersal', 'dynamics', 'disturbances', 'disturbance', 'stability', 'biomass', 'recovery', 'transitions', 'stable', 'rescue')	(0.43073034, 0.35739785, 0.33580595, 0.32505763, 0.32009336, 0.29683715, 0.29682428, 0.27129486, 0.25947317, 0.25664896)
Topic 522	('taxonomic', 'species', 'fauna', 'freshwater', 'biogeographic', 'extinctions', 'neotropical', 'iucn', 'afrotropical', 'basins')	(0.49439973, 0.4313879, 0.405468, 0.3894532, 0.3576248, 0.3545183, 0.31846124, 0.31275403, 0.2831118, 0.27860665)
Topic 523	('ecological', 'coastal', 'nearshore', 'environmental', 'communities', 'temperature', 'coast', 'shore', 'nutrientdepleted', 'sea')	(0.44489315, 0.3031299, 0.29632628, 0.28884035, 0.2874345, 0.28482187, 0.25391555, 0.25034976, 0.23645218, 0.22806123)
Topic 524	('population', 'proportional', 'growth', 'demographic', 'estimation', 'inferences', 'survival', 'estimates', 'estimate', 'recruitment')	(0.43112808, 0.38106394, 0.36565655, 0.3616302, 0.31581926, 0.29249159, 0.2900083, 0.26795262, 0.26385698, 0.25230208)
Topic 525	('eel', 'eels', 'freshwater', 'larval', 'tributaries', 'leptocephalus', 'oceanic', 'anguilla', 'gulf', 'estuarine')	(0.5174842, 0.5099956, 0.29552597, 0.2820825, 0.24037904, 0.21044624, 0.2027147, 0.19866455, 0.19204348, 0.16971658)
Topic 526	('bees', 'bee', 'sterol', 'sterols', 'sterolic', 'pollen', 'phytosterols', 'hostplants', 'insects', 'larvae')	(0.4538706, 0.4235606, 0.3886287, 0.38056383, 0.38044894, 0.3681699, 0.34991574, 0.33763, 0.33539107, 0.31500638)
Topic 527	('foraging', 'litter', 'litters', 'candida', 'experiment', 'yeast', 'reared', 'glm', 'microcosms', 'distances')	(0.52974415, 0.40639544, 0.404621, 0.2936111, 0.27880213, 0.23567146, 0.2309095, 0.20954207, 0.20688227, 0.19903913)
Topic 528	('evolutionary', 'phylogenetic', 'evolution', 'leaf', 'clades', 'traits', 'decomposability', 'trait', 'litter', 'temperate')	(0.43359044, 0.432424, 0.37718368, 0.37275863, 0.36375248, 0.34076434, 0.33878475, 0.3281351, 0.30490693, 0.23881003)
Topic 529	('deer', 'wildlife', 'antibody', 'antibodies', 'immunoassay', 'epidemiological', 'antigen', 'burgdorferi', 'immune', 'lyme')	(0.44103706, 0.4029351, 0.367502, 0.36092108, 0.35990953, 0.34981856, 0.34428492, 0.3339882, 0.32506558, 0.28545767)
Topic 530	('phenotypic', 'traits', 'dragonflies', 'larvae', 'larval', 'covariations', 'covariation', 'phenotyping', 'populations', 'coloration')	(0.45646578, 0.4001824, 0.38263327, 0.37827316, 0.37490523, 0.35148793, 0.35026115, 0.324938, 0.3193146, 0.31924725)
Topic 531	('phylogenetic', 'traits', 'trait', 'niche', 'aquatic', 'insects', 'communities', 'genus', 'similarity', 'microhabitat')	(0.4914647, 0.42753094, 0.40672836, 0.38614917, 0.32206702, 0.30496514, 0.25506458, 0.25208986, 0.24763995, 0.23787287)
Topic 532	('taxonomic', 'taxon', 'nomenclature', 'genus', 'subgenus', 'naming', 'sporobolinae', 'clade', 'sporobolus', 'botanical')	(0.65781975, 0.5734749, 0.55366147, 0.54615235, 0.4964329, 0.39935395, 0.3939252, 0.38359478, 0.3705572, 0.36963007)
Topic 533	('species', 'populations', 'biotypes', 'genetic', 'biotype', 'hybrids', 'meam1', 'microsatellite', 'hybridization', 'gene')	(0.4916495, 0.3820728, 0.37685326, 0.36406276, 0.35657352, 0.3060203, 0.30323702, 0.28107154, 0.27144244, 0.27085617)
Topic 534	('phytoplankton', 'phytoplanktonic', 'euglenophytes', 'picoplankton', 'zooplankton', 'chlorophytes', 'chlorophyll', 'chrysophytes', 'abiotic', 'cryptophytes')	(0.6937115, 0.68865174, 0.46017748, 0.42378795, 0.41330832, 0.3966915, 0.34430143, 0.3434596, 0.31837085, 0.30041915)
