Topic	Words	Probabilities
Topic 168	('forest', 'tropical', 'ecology', 'hrault', 'ecosystem', 'biodiversity', 'science', 'letter', 'baraloto', 'httpsdoiorg')	(0.02568506264148204, 0.018921828109229214, 0.01641289152552319, 0.015879009913512106, 0.014163532724957998, 0.014013433568558796, 0.010740937102110668, 0.010690569534782677, 0.010552736112717974, 0.010394077528756483)
Topic 169	('harvesting', 'harvest', 'nt', 'ptl', 'population', 'reindeer', 'density', 'rmax', 'ro', 'multiplicative')	(0.05557040049238889, 0.05300490428177098, 0.027836720970302847, 0.027425427420829818, 0.027046112688885605, 0.026618824653660965, 0.024752340236752168, 0.0237913995948947, 0.02364996954932213, 0.022910276498239363)
Topic 170	('sediment', 'aro', 'sand', 'tubifex', 'pesticide', 'authorproduced', 'column', 'sedimentary', 'worm', 'water')	(0.0998161912824644, 0.042594209505935905, 0.03421257763922954, 0.02737589494939206, 0.025652767625719424, 0.022145238559458907, 0.021466493965365093, 0.021258109876764946, 0.021125451113871412, 0.02091215443984074)
Topic 171	('mite', 'spider', 'urticae', 'bassiana', 'versus', 'tetranychus', 'brunneum', 'wolbachia', 'zl', 'infection')	(0.07339458142589075, 0.058536228000637826, 0.05597594987408186, 0.05331375337482052, 0.050158748359642104, 0.048324568453417344, 0.04163908530825284, 0.040615120770671705, 0.03744428155870728, 0.035735095218314354)
Topic 172	('xt', 'equation', 'dy', 'process', 'traulsen', 'stochastic', 'limit', 'stationary', 'infinitesimal', 'fixation')	(0.08538221194795996, 0.061759608758541, 0.0374618792012712, 0.029232014748324396, 0.02799087685884541, 0.027838811670838466, 0.02774095396431681, 0.027405521667928135, 0.027014373383447483, 0.0266606670299227)
Topic 173	('saddle', 'cycle', 'noise', 'crawlby', 'crawlbys', 'passage', 'xin', 'period', 'duration', 'stochasticity')	(0.11799195952862905, 0.09561989378373352, 0.06535052230995854, 0.0634207452103209, 0.0634207452103209, 0.045820147161005374, 0.03420725127406585, 0.027767573826216172, 0.02755646304995994, 0.024492899173170105)
Topic 174	('grassland', 'cushion', 'grazing', 'facilitation', 'plant', 'npp', 'ecosystem', 'duru', 'muscoides', 'ecology')	(0.025794403766388946, 0.022077427334594887, 0.021285359601104076, 0.019309455244349898, 0.01658416947656351, 0.015930707967108455, 0.013997909999247807, 0.013447373581913368, 0.012292103408896369, 0.01227490006243415)
Topic 175	('conr', 'lc', 'eoo', 'iucn', 'footprint', 'ba', 'marxan', 'area', 'nt', 'aoo')	(0.05586884969949241, 0.04343710714085966, 0.037594204200621775, 0.030586008035569788, 0.02649289611806389, 0.025794090824517682, 0.02514155888079507, 0.02470378630842177, 0.02414503714838099, 0.02211540525158872)
Topic 176	('aquaculture', 'disease', 'parasite', 'farmed', 'wild', 'salmon', 'farm', 'spillover', 'wildlife', 'goedknegt')	(0.1127821174623695, 0.05805352897607258, 0.04772486694292002, 0.039470401426526414, 0.03920574080830057, 0.03155945923478873, 0.026872208233554153, 0.025730776271785976, 0.02419971895064465, 0.02308573418922006)
Topic 177	('lepturus', 'subspecies', 'lherminieri', 'europa', 'noronha', 'ascensionis', 'europae', 'baroli', 'atlantic', 'bermuda')	(0.05885312757311987, 0.043284361699856194, 0.03717280575013428, 0.03567487511126072, 0.03395969968338604, 0.03197510610484609, 0.031534006848858466, 0.031004573134291, 0.030966157346979748, 0.029248190404322104)
Topic 178	('foraminifera', 'diatom', 'ammonia', 'germanica', 'oceanense', 'schweizer', 'foraminiferal', 'sp', 'sequence', 'jauffrais')	(0.07525916297919065, 0.07374270083113299, 0.05779808619662557, 0.04337326080115108, 0.04216327445247547, 0.04192004393923917, 0.041810239532999116, 0.03786724837367393, 0.03729552520076164, 0.032411549235467275)
Topic 179	('element', 'fish', 'zn', 'concentration', 'cephalopod', 'group', 'cu', 'cetacean', 'shoaling', 'crustacean')	(0.08105362609697588, 0.04967435989030524, 0.04054793501959981, 0.04049315180617327, 0.037109703001785316, 0.029028779460394952, 0.02794565501244809, 0.02521482953968858, 0.025179234067659238, 0.02506722571727569)
Topic 180	('stage', 'embryo', 'hatching', 'rewetting', 'desiccation', 'diapause', 'developmental', 'fraction', 'development', 'incubation')	(0.08636957737478182, 0.05873547513652884, 0.05111230267301502, 0.04484676261430962, 0.04037352242280483, 0.03287020020744681, 0.03166263087198744, 0.028483439491674936, 0.02682074238078595, 0.0242982466159359)
Topic 181	('atoll', 'island', 'pitcairn', 'endemic', 'raised', 'kiribati', 'fosberg', 'tuamotu', 'pacific', 'polynesia')	(0.25154523190612676, 0.06698048309867137, 0.04731148980041244, 0.03952290210484524, 0.03691664405709309, 0.03684599264774267, 0.03665026306817329, 0.036648773476971215, 0.031985095171353145, 0.02848561492704052)
Topic 182	('forest', 'tropical', 'tree', 'ecology', 'doi', 'microclimate', 'management', 'breugel', 'bryophyte', 'functional')	(0.03685210827753836, 0.014707637933803966, 0.012966752791533311, 0.011939332232615322, 0.010688630056757215, 0.010654853409232529, 0.010321570084553443, 0.009876214577432355, 0.009762045083042967, 0.009047297702140451)
Topic 183	('soil', 'organic', 'gleixner', 'matter', 'dissolved', 'carbon', 'lange', 'priming', 'scheu', 'biochemistry')	(0.05066287131318759, 0.03338957556503728, 0.02997919540985298, 0.02656221719805623, 0.020612976539247468, 0.020074994976655023, 0.019940685361234167, 0.019266558585621728, 0.018832869507832268, 0.018823347517729513)
Topic 184	('engagement', 'mpa', 'mpas', 'california', 'watch', 'cdfw', 'marine', 'human', 'protected', 'fishing')	(0.09376845116923871, 0.09349269298129398, 0.08585663247333929, 0.038060308819219325, 0.03446862471393398, 0.03156651880513036, 0.02987359517269293, 0.0274410271591764, 0.023829773195164643, 0.02356185624211095)
Topic 185	('tna', 'technology', 'innovation', 'human', 'population', 'technological', 'land', 'resource', 'wellbeing', 'growth')	(0.04714624160683637, 0.044491894796766046, 0.04044779551084029, 0.032339037209378176, 0.028163415398122598, 0.02754444375232862, 0.02492853081651221, 0.023087814771062153, 0.021591138447210598, 0.02157292636632734)
Topic 186	('diving', 'petrel', 'foraging', 'sgdp', 'seabird', 'cdp', 'mannwhitney', 'ttest', 'seal', 'marine')	(0.05717270195228238, 0.032126998235056346, 0.028724730718710942, 0.02792579410633834, 0.02694528542964426, 0.02645518849176129, 0.024019973195028025, 0.02397465287283018, 0.022114647801114433, 0.021375458566623054)
Topic 187	('jf', 'chaetodontidae', 'chaetodon', 'ipcom', 'mbio', 'swio', 'reu', 'albopictus', 'aedes', 'invasion')	(0.09255223777151184, 0.0602077050877495, 0.05677402333095451, 0.045038062904311574, 0.023118229640087626, 0.02293357149479331, 0.02261936668044246, 0.01938641504932711, 0.019232163671892143, 0.016244433690204688)
Topic 188	('whitefly', 'wolbachia', 'insect', 'greenisland', 'immune', 'gut', 'moret', 'dqa', 'bacterial', 'dqb')	(0.026940333656699008, 0.026868707536083135, 0.024678362267645214, 0.022691738930365964, 0.018344670535359712, 0.01799330708794137, 0.01713408941484615, 0.01703810112365444, 0.016446918068775705, 0.015850297249632297)
Topic 189	('microhabitat', 'comimetic', 'homomorphic', 'mimicry', 'morph', 'resource', 'heterogeneous', 'assortative', 'similarity', 'hom')	(0.14847880493272267, 0.08585187256658466, 0.0781013215724561, 0.06362944726201546, 0.06264874323367686, 0.05698833948664711, 0.050107572451525605, 0.045911921188267577, 0.044974405144473276, 0.043078990206270915)
Topic 190	('depth', 'tree', 'water', 'cocoa', 'soil', 'cm', 'uptake', 'xylem', 'labelling', 'shade')	(0.05603839251713771, 0.05010467772887997, 0.047636001895757896, 0.0446657445311648, 0.041043746955547286, 0.03971313881927959, 0.03459467364869809, 0.03408947472588008, 0.03195347294199344, 0.031547811046633796)
Topic 191	('humilis', 'lurgi', 'germanica', 'chinensis', 'rabbit', 'fordham', 'vulgaris', 'prey', 'db', 'predator')	(0.016601424769516013, 0.015729211269778737, 0.014779633086848635, 0.012190457417454536, 0.012065253502283445, 0.011999801364324148, 0.011779290179642727, 0.011722468778108695, 0.011215827698993834, 0.01096483581239548)
Topic 192	('lake', 'tp', 'awt', 'fish', 'position', 'pike', 'perch', 'trophic', 'roach', 'recruitment')	(0.06618720905925234, 0.040242072786965094, 0.03506133055147956, 0.033390859742837946, 0.02957595294411779, 0.02761094334915347, 0.026574261214905838, 0.02317911647057707, 0.02264891558554948, 0.021655393862215558)
Topic 193	('investment', 'reproductive', 'termite', 'terminal', 'reproduction', 'insect', 'care', 'reproductives', 'worker', 'egg')	(0.025279493220266125, 0.02525465529272084, 0.024893791031631057, 0.024542303947630687, 0.02099207256863927, 0.018348159511114324, 0.018274477690440247, 0.01537892213425329, 0.015363525226237209, 0.01510405676954294)
Topic 194	('vanilla', 'madagascar', 'orchid', 'cribb', 'andriamihaja', 'leafless', 'portres', 'gigant', 'besse', 'genetic')	(0.05345196650580766, 0.04509226974320172, 0.02786713492016925, 0.025297361045534685, 0.02490872558130779, 0.024469123539234295, 0.021820748108941194, 0.021154864655177144, 0.02088053655682278, 0.020805468359217934)
Topic 195	('forest', 'treeline', 'sessile', 'biomass', 'nutrient', 'availability', 'gpp', 'carbon', 'production', 'treelines')	(0.02912071667997389, 0.02354774004725013, 0.023238970620901727, 0.022304842137807954, 0.02061856230606704, 0.019926693396758326, 0.0190851461922806, 0.018859300198671654, 0.01815276799719352, 0.01692562362629415)
